date,total_sales,total_promotion,active_stores,product_families,oil_price,is_holiday,year,month,day,day_of_week,week_of_year,is_weekend
2013-08-22,306473.26098,0,54,33,104.93,0,2013,8,22,3,34,0
2013-08-23,331906.369098,0,54,33,106.48,0,2013,8,23,4,34,0
2013-08-24,420576.154994,0,54,33,,1,2013,8,24,5,34,1
2013-08-25,443694.093754,0,54,33,,0,2013,8,25,6,34,1
2013-08-26,347159.6410143,0,54,33,105.88,0,2013,8,26,0,35,0
2013-08-27,319688.2190185,0,54,33,109.11,0,2013,8,27,1,35,0
2013-08-28,319322.060993,0,54,33,110.17,0,2013,8,28,2,35,0
2013-08-29,294518.685943,0,54,33,108.51,0,2013,8,29,3,35,0
2013-08-30,354932.930947,0,54,33,107.98,0,2013,8,30,4,35,0
2013-08-31,523631.3811059,0,54,33,,0,2013,8,31,5,35,1
2013-09-01,640406.221875,0,54,33,,0,2013,9,1,6,35,1
2013-09-02,458792.960966,0,54,33,108.325,0,2013,9,2,0,36,0
2013-09-03,397680.420032,0,54,33,108.67,0,2013,9,3,1,36,0
2013-09-04,392565.48591,0,54,33,107.29,0,2013,9,4,2,36,0
2013-09-05,330622.779063,0,54,33,108.5,0,2013,9,5,3,36,0
2013-09-06,335442.247929,0,54,33,110.62,0,2013,9,6,4,36,0
2013-09-07,518584.247,0,54,33,,0,2013,9,7,5,36,1
2013-09-08,560852.005091,0,54,33,,0,2013,9,8,6,36,1
2013-09-09,377151.7070027,0,54,33,109.62,0,2013,9,9,0,37,0
2013-09-10,308074.4658225,0,54,33,107.48,0,2013,9,10,1,37,0
2013-09-11,323124.61885,0,54,33,107.65,0,2013,9,11,2,37,0
2013-09-12,282855.730937,0,54,33,108.72,0,2013,9,12,3,37,0
2013-09-13,319556.942029,0,54,33,108.31,0,2013,9,13,4,37,0
2013-09-14,476364.004996,0,54,33,,0,2013,9,14,5,37,1
2013-09-15,532852.959041,0,54,33,,0,2013,9,15,6,37,1
2013-09-16,373229.840879,0,54,33,106.54,0,2013,9,16,0,38,0
2013-09-17,327282.949966,0,54,33,105.36,0,2013,9,17,1,38,0
2013-09-18,315687.718926,0,54,33,108.23,0,2013,9,18,2,38,0
2013-09-19,279580.372008,0,54,33,106.26,0,2013,9,19,3,38,0
2013-09-20,331846.9039701,0,54,33,104.7,0,2013,9,20,4,38,0
2013-09-21,468298.380896,0,54,33,,0,2013,9,21,5,38,1
2013-09-22,502068.7019007,0,54,33,,0,2013,9,22,6,38,1
2013-09-23,356043.0340047,0,54,33,103.62,0,2013,9,23,0,39,0
2013-09-24,303333.392926,0,54,33,103.22,0,2013,9,24,1,39,0
2013-09-25,312490.104996,0,54,33,102.68,0,2013,9,25,2,39,0
2013-09-26,273057.8798588,0,54,33,103.1,0,2013,9,26,3,39,0
2013-09-27,320246.574024,0,54,33,102.86,0,2013,9,27,4,39,0
2013-09-28,484903.6890081,0,54,33,,1,2013,9,28,5,39,1
2013-09-29,522868.441946,0,54,33,,0,2013,9,29,6,39,1
2013-09-30,367068.4500143,0,54,33,102.36,0,2013,9,30,0,40,0
2013-10-01,436441.034076,0,54,33,102.09,0,2013,10,1,1,40,0
2013-10-02,414455.6550375,0,54,33,104.15,0,2013,10,2,2,40,0
2013-10-03,348933.24703,0,54,33,103.29,0,2013,10,3,3,40,0
2013-10-04,378109.978059,0,54,33,103.83,0,2013,10,4,4,40,0
2013-10-05,540156.625057,0,54,33,,0,2013,10,5,5,40,1
2013-10-06,553031.424016,0,54,33,,0,2013,10,6,6,40,1
2013-10-07,373387.109043,0,54,33,103.07,1,2013,10,7,0,41,0
2013-10-08,326726.7240121,0,54,33,103.54,0,2013,10,8,1,41,0
2013-10-09,322529.418957,0,54,33,101.63,1,2013,10,9,2,41,0
2013-10-10,305047.0980576,0,54,33,103.08,0,2013,10,10,3,41,0
2013-10-11,402913.849028,0,54,33,102.17,1,2013,10,11,4,41,0
2013-10-12,426379.6909939,0,54,33,,0,2013,10,12,5,41,1
2013-10-13,481781.2559686,0,54,33,,0,2013,10,13,6,41,1
2013-10-14,342694.7209944,0,54,33,102.46,0,2013,10,14,0,42,0
2013-10-15,305242.569986,0,54,33,101.15,0,2013,10,15,1,42,0
2013-10-16,355696.963943,0,54,33,102.34,0,2013,10,16,2,42,0
2013-10-17,312949.412961,0,54,33,100.72,0,2013,10,17,3,42,0
2013-10-18,323327.873107,0,54,33,100.87,0,2013,10,18,4,42,0
2013-10-19,488245.570001,0,54,33,,0,2013,10,19,5,42,1
2013-10-20,537713.5090483,0,54,33,,0,2013,10,20,6,42,1
2013-10-21,348721.327971,0,54,33,99.28,0,2013,10,21,0,43,0
2013-10-22,301641.7850828,0,54,33,97.63,0,2013,10,22,1,43,0
2013-10-23,323105.11598,0,54,33,96.9,0,2013,10,23,2,43,0
2013-10-24,276059.0800025,0,54,33,96.65,0,2013,10,24,3,43,0
2013-10-25,317570.4260338,0,54,33,97.4,0,2013,10,25,4,43,0
2013-10-26,452902.363914,0,54,33,,0,2013,10,26,5,43,1
2013-10-27,512891.4830689,0,54,33,,0,2013,10,27,6,43,1
2013-10-28,346941.91396,0,54,33,98.74,0,2013,10,28,0,44,0
2013-10-29,302332.9969864,0,54,33,98.29,0,2013,10,29,1,44,0
2013-10-30,319494.7050373,0,54,33,96.81,0,2013,10,30,2,44,0
2013-10-31,298195.433106,0,54,33,96.29,0,2013,10,31,3,44,0
2013-11-01,403637.232955,0,54,33,94.56,0,2013,11,1,4,44,0
2013-11-02,540615.555037,0,54,33,,1,2013,11,2,5,44,1
2013-11-03,602796.556029,0,54,33,,1,2013,11,3,6,44,1
2013-11-04,424314.167046,0,54,33,94.58,0,2013,11,4,0,45,0
2013-11-05,393322.182909,0,54,33,93.4,0,2013,11,5,1,45,0
2013-11-06,386426.9788195,0,54,33,94.74,1,2013,11,6,2,45,0
2013-11-07,346293.3400477,0,54,33,94.25,1,2013,11,7,3,45,0
2013-11-08,358473.978049,0,54,33,94.56,0,2013,11,8,4,45,0
2013-11-09,513850.32307,0,54,33,,0,2013,11,9,5,45,1
2013-11-10,587666.490239,0,54,33,,1,2013,11,10,6,45,1
2013-11-11,374087.890067,0,54,33,95.13,1,2013,11,11,0,46,0
2013-11-12,373277.748034,0,54,33,93.12,1,2013,11,12,1,46,0
2013-11-13,332279.2568851,0,54,33,93.91,0,2013,11,13,2,46,0
2013-11-14,284567.4029707,0,54,33,93.76,0,2013,11,14,3,46,0
2013-11-15,349383.296052,0,54,33,93.8,0,2013,11,15,4,46,0
2013-11-16,524065.5881155,0,54,33,,0,2013,11,16,5,46,1
2013-11-17,579209.228924,0,54,33,,0,2013,11,17,6,46,1
2013-11-18,391945.551999,0,54,33,93.03,0,2013,11,18,0,47,0
2013-11-19,329455.2710234,0,54,33,93.35,0,2013,11,19,1,47,0
2013-11-20,354337.734795,0,54,33,93.34,0,2013,11,20,2,47,0
2013-11-21,298047.047965,0,54,33,95.35,0,2013,11,21,3,47,0
2013-11-22,340734.213038,0,54,33,94.53,0,2013,11,22,4,47,0
2013-11-23,485544.298837,0,54,33,,0,2013,11,23,5,47,1
2013-11-24,550925.293106,0,54,33,,0,2013,11,24,6,47,1
2013-11-25,365965.5090102,0,54,33,93.86,0,2013,11,25,0,48,0
2013-11-26,323292.830024,0,54,33,93.41,0,2013,11,26,1,48,0
2013-11-27,337083.286026,0,54,33,92.05,0,2013,11,27,2,48,0
2013-11-28,305982.981947,0,54,33,92.3,0,2013,11,28,3,48,0
2013-11-29,357000.404165,0,54,33,92.55,0,2013,11,29,4,48,0
2013-11-30,541977.655801,0,54,33,,0,2013,11,30,5,48,1
2013-12-01,698217.128989,0,54,33,,0,2013,12,1,6,48,1
2013-12-02,495488.366984,0,54,33,93.61,0,2013,12,2,0,49,0
2013-12-03,424438.046973,0,54,33,95.83,0,2013,12,3,1,49,0
2013-12-04,424147.0459855,0,54,33,96.97,0,2013,12,4,2,49,0
2013-12-05,386406.804985,0,54,33,97.14,1,2013,12,5,3,49,0
2013-12-06,432661.755068,0,54,33,97.48,1,2013,12,6,4,49,0
2013-12-07,537181.319801,0,54,33,,0,2013,12,7,5,49,1
2013-12-08,588855.895921,0,54,33,,1,2013,12,8,6,49,1
2013-12-09,442309.3141075,0,54,33,97.1,0,2013,12,9,0,50,0
2013-12-10,414421.695986,0,54,33,98.32,0,2013,12,10,1,50,0
2013-12-11,422957.198908,0,54,33,97.25,0,2013,12,11,2,50,0
2013-12-12,384256.080979,0,54,33,97.21,0,2013,12,12,3,50,0
2013-12-13,434657.0129787,0,54,33,96.27,0,2013,12,13,4,50,0
2013-12-14,554911.917024,0,54,33,,0,2013,12,14,5,50,1
2013-12-15,642015.7758165,0,54,33,,0,2013,12,15,6,50,1
2013-12-16,516060.290853,0,54,33,97.18,0,2013,12,16,0,51,0
2013-12-17,480470.71684249997,0,54,33,96.99,0,2013,12,17,1,51,0
2013-12-18,527481.336925,0,54,33,97.59,0,2013,12,18,2,51,0
2013-12-19,507461.038187,0,54,33,98.4,0,2013,12,19,3,51,0
2013-12-20,544104.2676365,0,54,33,99.11,0,2013,12,20,4,51,0
2013-12-21,685673.07474,0,54,33,,1,2013,12,21,5,51,1
2013-12-22,696295.146867,0,54,33,,1,2013,12,22,6,51,1
2013-12-23,792865.284427,0,54,33,98.62,1,2013,12,23,0,52,0
2013-12-24,620663.290732,0,54,33,98.87,1,2013,12,24,1,52,0
2013-12-26,470731.1624137,0,54,33,99.18,1,2013,12,26,3,52,0
2013-12-27,479314.968043,0,54,33,99.94,0,2013,12,27,4,52,0
2013-12-28,556952.3059789999,0,54,33,,0,2013,12,28,5,52,1
2013-12-29,499719.5049237,0,54,33,,0,2013,12,29,6,52,1
2013-12-30,635134.7358515,0,54,33,98.9,0,2013,12,30,0,1,0
2013-12-31,507264.6630475,0,54,33,98.17,1,2013,12,31,1,1,0
2014-01-01,8602.065404,0,54,33,96.655,1,2014,1,1,2,1,0
2014-01-02,801011.226041,0,54,33,95.14,0,2014,1,2,3,1,0
2014-01-03,680672.845603,0,54,33,93.66,0,2014,1,3,4,1,0
2014-01-04,936628.8866039,0,54,33,,0,2014,1,4,5,1,1
2014-01-05,949618.78894,0,54,33,,0,2014,1,5,6,1,1
2014-01-06,602268.564009,0,54,33,93.12,0,2014,1,6,0,2,0
2014-01-07,563450.5988595,0,54,33,93.31,0,2014,1,7,1,2,0
