date,total_sales,total_promotion,active_stores,product_families,oil_price,is_holiday,year,month,day,day_of_week,week_of_year,is_weekend,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,sales_rolling_7,sales_rolling_14,sales_rolling_28,quarter,day_of_year,week_of_month,promotion_ratio
2013-02-27,288401.998919,0,54,33,92.84,0,2013,2,27,2,9,0,270425.0070675,313803.162034,319597.929962,281061.127052,330050.499771,341994.07917085715,344455.60113135,1,58,4,0.0
2013-02-28,278116.291888,0,54,33,92.03,0,2013,2,28,3,9,0,288401.998919,267711.1090155,308164.016957,271254.217996,326421.7621831428,339765.7983820714,344717.7751266,1,59,4,0.0
2013-03-01,378898.165064,0,54,33,90.71,0,2013,3,1,4,9,0,278116.291888,285679.869131,320168.883912,369402.055266,327908.2168792143,337619.53230571427,344962.84919417143,1,60,1,0.0
2013-03-04,383647.679097,0,54,33,90.13,0,2013,3,4,0,10,0,559820.580027,307110.875933,350745.573191,344308.715017,375804.30345092854,357702.2224782143,348961.0496298143,1,63,1,0.0
2013-03-05,332189.993189,0,54,33,90.88,0,2013,3,5,1,10,0,383647.679097,270425.0070675,293637.801951,321245.83913,386738.13247435715,360052.37290007144,350366.0126326714,1,64,1,0.0
2013-03-06,335726.580968,0,54,33,90.47,0,2013,3,6,2,10,0,332189.993189,288401.998919,313803.162034,321538.177149,395561.7019202857,362806.10084564285,350756.8752776357,1,65,1,0.0
2013-03-07,293099.52701,0,54,33,91.53,0,2013,3,7,3,10,0,335726.580968,278116.291888,267711.1090155,290807.530973,402322.35649871425,364372.05934092856,351263.6039854571,1,66,1,0.0
2013-03-08,316600.679967,0,54,33,92.01,0,2013,3,8,4,10,0,293099.52701,378898.165064,285679.869131,347441.789912,404462.818659,366185.51776910713,351345.4609867786,1,67,2,0.0
2013-03-11,318379.133021,0,54,33,92.07,0,2013,3,11,0,11,0,461859.756153,383647.679097,307110.875933,278627.588926,368054.81617857143,371929.55981475004,357315.12295128923,1,70,2,0.0
2013-03-12,271823.37801,0,54,33,92.44,0,2013,3,12,1,11,0,318379.133021,332189.993189,270425.0070675,308800.7909121,358730.7381677143,372734.43532103574,358734.8209546822,1,71,2,0.0
2013-03-13,287869.663972,0,54,33,92.47,0,2013,3,13,2,11,0,271823.37801,335726.580968,288401.998919,319597.929962,350106.9359992857,372834.3189597857,357414.1990653214,1,72,2,0.0
2013-03-14,247541.420096,0,54,33,93.03,0,2013,3,14,3,11,0,287869.663972,293099.52701,278116.291888,308164.016957,343270.23357128573,372796.29503499996,356281.04670853575,1,73,2,0.0
2013-03-15,315878.090213,0,54,33,93.49,0,2013,3,15,4,11,0,247541.420096,316600.679967,378898.165064,320168.883912,336761.93258357147,370612.37562128576,354115.9539635,1,74,3,0.0
2013-03-18,330283.80303,0,54,33,93.71,0,2013,3,18,0,12,0,513439.584913,318379.133021,383647.679097,350745.573191,348166.38631228573,358110.60124542855,357906.4118618214,1,77,3,0.0
2013-03-19,294020.245897,0,54,33,92.44,0,2013,3,19,1,12,0,330283.80303,271823.37801,332189.993189,293637.801951,349867.0534564286,354298.89581207145,357175.6343560714,1,78,3,0.0
2013-03-20,321207.006946,0,54,33,93.21,0,2013,3,20,2,12,0,294020.245897,287869.663972,335726.580968,313803.162034,353038.0345831429,351572.48529121425,357189.2930684286,1,79,3,0.0
2013-03-21,269130.127953,0,54,33,92.46,0,2013,3,21,3,12,0,321207.006946,247541.420096,293099.52701,267711.1090155,357800.51215085713,350535.37286107143,357453.716101,1,80,3,0.0
2013-03-22,304100.453969,0,54,33,93.41,0,2013,3,22,4,12,0,269130.127953,315878.090213,316600.679967,285679.869131,360884.61327328574,348823.27292842855,357504.39534876787,1,81,4,0.0
2013-03-25,317559.6099585,0,54,33,94.55,0,2013,3,25,0,13,0,449794.636951,330283.80303,318379.133021,307110.875933,345961.1825474286,347063.7844298571,359496.6721223036,1,84,4,0.0
2013-03-26,275818.2359,0,54,33,95.99,0,2013,3,26,1,13,0,317559.6099585,294020.245897,271823.37801,270425.0070675,344143.4406800714,347005.24706825,359869.8411946428,1,85,4,0.0
2013-03-27,313691.148998,0,54,33,96.53,0,2013,3,27,2,13,0,275818.2359,321207.006946,287869.663972,288401.998919,341543.15353764285,347290.5940603929,360062.4565100893,1,86,4,0.0
2013-03-28,339293.269022,0,54,33,97.24,0,2013,3,28,3,13,0,313691.148998,269130.127953,247541.420096,278116.291888,340469.4595450714,349134.9858479643,360965.64044148213,1,87,4,0.0
2013-03-29,345513.132,0,54,33,97.17,0,2013,3,29,4,13,0,339293.269022,304100.453969,315878.090213,378898.165064,350492.7654120714,355688.6893426785,363150.5324819822,1,88,5,0.0
2013-04-01,428816.447912,0,54,33,97.1,1,2013,4,1,0,14,0,462107.639956,317559.6099585,330283.80303,383647.679097,358092.0559815,352026.6192644643,355068.61025494646,2,91,1,0.0
2013-04-02,377732.827961,0,54,33,97.23,0,2013,4,2,1,14,0,428816.447912,275818.2359,294020.245897,332189.993189,373985.88997485716,359064.6653274643,356681.78056976787,2,92,1,0.0
2013-04-03,373731.0758793,0,54,33,95.02,0,2013,4,3,2,14,0,377732.827961,313691.148998,321207.006946,335726.580968,388545.11741214286,365044.13547489286,358308.3103830536,2,93,1,0.0
2013-04-04,308738.385963,0,54,33,93.26,0,2013,4,4,3,14,0,373731.0758793,339293.269022,269130.127953,293099.52701,397122.2498237571,368795.8546844143,359665.6137727429,2,94,1,0.0
2013-04-05,336394.782031,0,54,33,92.76,0,2013,4,5,4,14,0,308738.385963,345513.132,304100.453969,316600.679967,392757.2665296143,371625.0159708429,360224.1444496357,2,95,1,0.0
2013-04-08,346649.815943,0,54,33,93.36,0,2013,4,8,0,15,0,519048.376884,428816.447912,317559.6099585,318379.133021,407698.01580761425,382895.0358945572,364979.4101622072,2,98,2,0.0
2013-04-09,306335.8019617,0,54,33,94.18,0,2013,4,9,1,15,0,346649.815943,377732.827961,275818.2359,271823.37801,395959.92552632856,384972.90775059286,365989.07740942144,2,99,2,0.0
2013-04-10,312846.374941,0,54,33,94.59,0,2013,4,10,2,15,0,306335.8019617,373731.0758793,313691.148998,287869.663972,385760.35038357147,387152.7338978572,367221.66397912503,2,100,2,0.0
2013-04-11,303223.41301,0,54,33,93.44,0,2013,4,11,3,15,0,312846.374941,308738.385963,339293.269022,247541.420096,377062.5359638143,387092.3928937857,368113.68937087496,2,101,2,0.0
2013-04-12,314394.967035,0,54,33,91.23,1,2013,4,12,4,15,0,303223.41301,336394.782031,345513.132,315878.090213,376274.68268481427,384515.97460721433,370102.3319749464,2,102,2,0.0
2013-04-15,338712.458055,0,54,33,88.75,0,2013,4,15,0,16,0,478417.148813,346649.815943,428816.447912,330283.80303,359330.0026788143,383514.0092432143,367770.3142538393,2,105,3,0.0
2013-04-16,333431.880049,0,54,33,88.73,0,2013,4,16,1,16,0,338712.458055,306335.8019617,377732.827961,294020.245897,358196.0944091001,377078.00996771426,368071.33764758933,2,106,3,0.0
2013-04-17,334990.518942,0,54,33,86.65,0,2013,4,17,2,16,0,333431.880049,312846.374941,373731.0758793,321207.006946,362066.96270728577,373913.65654542856,369478.89601016074,2,107,3,0.0
2013-04-18,281924.509951,0,54,33,87.83,0,2013,4,18,3,16,0,334990.518942,303223.41301,308738.385963,269130.127953,365230.4118502857,371146.47390705004,369971.16429573216,2,108,3,0.0
2013-04-19,311588.70494,0,54,33,88.04,0,2013,4,19,4,16,0,281924.509951,314394.967035,336394.782031,304100.453969,362187.7114132857,369231.19704905,370428.1065099464,2,109,3,0.0
2013-04-22,328886.320986,0,54,33,88.81,0,2013,4,22,0,17,0,485721.032087,338712.458055,346649.815943,317559.6099585,363750.5631524286,361540.2829156215,372217.6594050893,2,112,4,0.0
2013-04-23,302097.8329435,0,54,33,89.21,0,2013,4,23,1,17,0,328886.320986,333431.880049,306335.8019617,275818.2359,362346.82928542857,360271.4618472643,372622.18479892856,2,113,4,0.0
2013-04-24,310555.184925,0,54,33,91.07,0,2013,4,24,2,17,0,302097.8329435,334990.518942,312846.374941,313691.148998,357870.53684178565,359968.7497745357,373560.7418361964,2,114,4,0.0
2013-04-25,268790.618996,0,54,33,93.27,0,2013,4,25,3,17,0,310555.184925,281924.509951,303223.41301,339293.269022,354379.7748393571,359805.0933448215,373448.7431193036,2,115,4,0.0
2013-04-26,304413.556952,0,54,33,92.63,0,2013,4,26,4,17,0,268790.618996,311588.70494,314394.967035,345513.132,352503.5047029286,357345.60805810714,370930.7913326607,2,116,4,0.0
2013-04-29,328795.874018,0,54,33,94.09,1,2013,4,29,0,18,0,477623.4729303,328886.320986,338712.458055,428816.447912,348433.1893754,356091.8762639143,369802.9427535642,2,119,5,0.0
2013-04-30,310186.466894,0,54,33,93.22,0,2013,4,30,1,18,0,328795.874018,302097.8329435,333431.880049,377732.827961,348420.26837997144,355383.5488327,366230.77940020716,2,120,5,0.0
2013-05-01,507974.636889,0,54,33,90.74,1,2013,5,1,2,18,0,310186.466894,310555.184925,334990.518942,373731.0758793,349575.78751575714,353723.1621787714,363818.4093621,2,121,1,0.0
2013-05-02,348709.460063,0,54,33,93.7,0,2013,5,2,3,18,0,507974.636889,268790.618996,281924.509951,308738.385963,377778.5663677571,366079.17060355714,368612.82225530356,2,122,1,0.0
2013-05-03,374291.2510323,0,54,33,95.25,0,2013,5,3,4,18,0,348709.460063,304413.556952,311588.70494,336394.782031,389195.5436630429,370849.5241829857,370040.3606160179,2,123,1,0.0
2013-05-06,369869.383046,0,54,33,95.8,0,2013,5,6,0,19,0,580268.550981,328795.874018,328886.320986,346649.815943,424366.5365489,386399.86296215,373970.07293888566,2,126,1,0.0
2013-05-07,317292.964148,0,54,33,95.28,0,2013,5,7,1,19,0,369869.383046,310186.466894,302097.8329435,306335.8019617,430234.18069575715,389327.22453786427,374799.3431925643,2,127,1,0.0
2013-05-08,332477.410968,0,54,33,96.24,0,2013,5,8,2,19,0,317292.964148,507974.636889,310555.184925,312846.374941,431249.3945891857,390412.59105247137,375190.6704135036,2,128,2,0.0
2013-05-09,305868.0570225,0,54,33,96.09,0,2013,5,9,3,19,0,332477.410968,348709.460063,268790.618996,303223.41301,406178.3623147571,391978.4643412571,375891.7788430393,2,129,2,0.0
2013-05-10,335937.441949,0,54,33,95.81,0,2013,5,10,4,19,0,305868.0570225,374291.2510323,304413.556952,314394.967035,400058.1618804,394626.8527717214,375986.2304149143,2,130,2,0.0
2013-05-13,350598.06187,0,54,33,94.76,0,2013,5,13,0,20,0,387860.5050145,369869.383046,328795.874018,338712.458055,365913.7633182857,395140.1499335928,375616.0130987536,2,133,2,0.0
2013-05-14,308469.313119,0,54,33,93.96,0,2013,5,14,1,20,0,350598.06187,317292.964148,310186.466894,333431.880049,363160.71743599995,396697.4490658786,376040.49894928926,2,134,2,0.0
2013-05-15,329113.560081,0,54,33,93.95,0,2013,5,15,2,20,0,308469.313119,332477.410968,507974.636889,334990.518942,361900.1958604286,396574.79522480717,375148.9787017893,2,135,3,0.0
2013-05-16,307556.946937,0,54,33,94.85,0,2013,5,16,3,20,0,329113.560081,305868.0570225,348709.460063,281924.509951,361419.6457337143,383799.0040242357,374939.0873138964,2,136,3,0.0
2013-05-17,330004.241998,0,54,33,95.72,0,2013,5,17,4,20,0,307556.946937,335937.441949,374291.2510323,311588.70494,361660.9157215,380859.53880095,375854.53149196785,2,137,3,0.0
2013-05-20,341787.214991,0,54,33,96.29,0,2013,5,20,0,21,0,518153.554009,350598.06187,369869.383046,328886.320986,374980.74813657143,370447.25572742854,378423.5593447893,2,140,3,0.0
2013-05-21,307178.399952,0,54,33,95.55,0,2013,5,21,1,21,0,341787.214991,308469.313119,317292.964148,302097.8329435,373722.0557252857,368441.38658064284,378884.3055592536,2,141,3,0.0
2013-05-22,301785.4831075,0,54,33,93.98,0,2013,5,22,2,21,0,307178.399952,329113.560081,332477.410968,310555.184925,373537.6395585714,367718.9177095,379065.75438098575,2,142,4,0.0
2013-05-23,289261.058026,0,54,33,94.12,0,2013,5,23,3,21,0,301785.4831075,307556.946937,305868.0570225,268790.618996,369633.62856235716,365526.63714803575,378752.5507446464,2,143,4,0.0
2013-05-24,398389.241982,0,54,33,93.84,1,2013,5,24,4,21,0,289261.058026,330004.241998,335937.441949,304413.556952,367019.9301465,364340.42293400003,379483.6378528607,2,144,4,0.0
2013-05-27,321630.8309235,0,54,33,94.245,0,2013,5,27,0,22,0,450631.400068,341787.214991,350598.06187,328795.874018,358137.5628742143,366559.1555053929,380849.6527194929,2,147,4,0.0
2013-05-28,307329.1680565,0,54,33,94.65,0,2013,5,28,1,22,0,321630.8309235,307178.399952,308469.313119,310186.466894,355258.079436,364490.0675806428,380593.7583232607,2,148,4,0.0
2013-05-29,309333.380899,0,54,33,93.13,0,2013,5,29,2,22,0,307329.1680565,301785.4831075,329113.560081,507974.636889,355279.61773664283,364408.62864760717,380491.7119362071,2,149,5,0.0
2013-05-30,304344.849939,0,54,33,93.57,0,2013,5,30,3,22,0,309333.380899,289261.058026,307556.946937,348709.460063,356357.88884971425,362995.7587060357,373397.3813651357,2,150,5,0.0
2013-05-31,330257.841975,0,54,33,91.93,0,2013,5,31,4,22,0,304344.849939,398389.241982,330004.241998,374291.2510323,358512.71626585716,362766.32320617855,371812.9310035643,2,151,5,0.0
2013-06-03,426332.097995,0,54,33,93.41,0,2013,6,3,0,23,0,637698.494958,321630.8309235,341787.214991,369869.383046,396785.1973912857,377461.38013275,373954.3179300893,2,154,1,0.0
2013-06-04,369705.160085,0,54,33,93.36,0,2013,6,4,1,23,0,426332.097995,307329.1680565,307178.399952,317292.964148,411742.5212586429,383500.3003473215,375970.8434639821,2,155,1,0.0
2013-06-05,361791.080915,0,54,33,93.66,0,2013,6,5,2,23,0,369705.160085,309333.380899,301785.4831075,332477.410968,420653.37726271426,387966.49749967863,377842.7076045893,2,156,1,0.0
2013-06-06,317496.765891,0,54,33,94.71,0,2013,6,6,3,23,0,361791.080915,304344.849939,289261.058026,305868.0570225,428147.33440785715,392252.6116287857,378889.6243884107,2,157,1,0.0
2013-06-07,357673.087977,0,54,33,96.11,0,2013,6,7,4,23,0,317496.765891,330257.841975,398389.241982,335937.441949,430026.1795438571,394269.44790485717,379304.93541942857,2,158,1,0.0
2013-06-10,349754.291978,0,54,33,95.82,0,2013,6,10,0,24,0,526804.730256,426332.097995,321630.8309235,350598.06187,403727.94603071426,400256.571711,383407.8636081964,2,161,2,0.0
2013-06-11,283858.2159925,0,54,33,95.5,0,2013,6,11,1,24,0,349754.291978,369705.160085,307329.1680565,308469.313119,392788.2594568571,402265.39035775,383377.72896919644,2,162,2,0.0
2013-06-12,320173.5779987,0,54,33,95.98,0,2013,6,12,2,24,0,283858.2159925,361791.080915,309333.380899,329113.560081,380524.41030078573,400588.89378175,382498.7612146786,2,163,2,0.0
2013-06-13,282886.9200452,0,54,33,96.66,0,2013,6,13,3,24,0,320173.5779987,317496.765891,304344.849939,307556.946937,374579.0527413143,401363.19357458566,382179.4761403107,2,164,2,0.0
2013-06-14,326956.7421072,0,54,33,97.83,0,2013,6,14,4,24,0,282886.9200452,357673.087977,330257.841975,330004.241998,369634.7890490572,399830.4842964572,381298.4037513179,2,165,2,0.0
2013-06-17,370944.271024,0,54,33,97.86,0,2013,6,17,0,25,0,435894.082881,349754.291978,426332.097995,341787.214991,357924.9282675286,380826.4371491214,379143.9086409357,2,168,3,0.0
2013-06-18,320885.3399215,0,54,33,98.46,0,2013,6,18,1,25,0,370944.271024,283858.2159925,369705.160085,307178.399952,360952.0681312429,376870.16379405,380185.2320706857,2,169,3,0.0
2013-06-19,319235.25797700003,0,54,33,98.24,0,2013,6,19,2,25,0,320885.3399215,320173.5779987,361791.080915,301785.4831075,366241.6572639571,373383.0337823714,380674.765641025,2,170,3,0.0
2013-06-20,293877.944015,0,54,33,94.89,0,2013,6,20,3,25,0,319235.25797700003,282886.9200452,317496.765891,289261.058026,366107.6115465715,370343.3321439429,381297.9718863643,2,171,3,0.0
2013-06-21,319722.6870265,0,54,33,93.81,0,2013,6,21,4,25,0,293877.944015,326956.7421072,357673.087977,398389.241982,367677.7578279714,368656.27343851427,381462.8606716857,2,172,3,0.0
2013-06-24,336631.9640383,0,54,33,95.07,0,2013,6,24,0,26,0,504964.845142,370944.271024,349754.291978,321630.8309235,367996.8081717143,362960.8682196214,381608.7199653107,2,175,4,0.0
2013-06-25,305119.530064,0,54,33,95.25,1,2013,6,25,1,26,0,336631.9640383,320885.3399215,283858.2159925,307329.1680565,363095.0500309,362023.55908107146,382144.4747194107,2,176,4,0.0
2013-06-26,301847.2489636,0,54,33,95.47,0,2013,6,26,2,26,0,305119.530064,319235.25797700003,320173.5779987,309333.380899,360842.79147982865,363542.22437189287,382065.55907682143,2,177,4,0.0
2013-06-27,266525.458966,0,54,33,97.0,0,2013,6,27,3,26,0,301847.2489636,293877.944015,282886.9200452,304344.849939,358358.7901922,362233.20086938574,381798.1972219857,2,178,4,0.0
2013-06-28,324210.971803,0,54,33,96.36,0,2013,6,28,4,26,0,266525.458966,319722.6870265,326956.7421072,330257.841975,354451.29232805717,361064.5250780143,380447.5046872357,2,179,4,0.0
2013-07-01,441758.3880965,0,54,33,97.94,0,2013,7,1,0,27,0,533481.693027,336631.9640383,370944.271024,426332.097995,368170.85357255716,368083.8308721357,374455.1340106286,3,182,1,0.0
2013-07-02,390958.38408,0,54,33,99.65,0,2013,7,2,1,27,0,441758.3880965,305119.530064,320885.3399215,369705.160085,383188.9141523,373141.9820916,375006.072942825,3,183,1,0.0
2013-07-03,374551.917949,0,54,33,101.92,1,2013,7,3,2,27,0,390958.38408,301847.2489636,319235.25797700003,361791.080915,395451.6075831572,378147.1995314929,375765.1166569321,3,184,1,0.0
2013-07-04,327020.179028,0,54,33,102.505,0,2013,7,4,3,27,0,374551.917949,266525.458966,293877.944015,317496.765891,405837.9888667857,382098.3895294928,376220.8608367178,3,185,1,0.0
2013-07-05,351401.500074,0,54,33,103.09,0,2013,7,5,4,27,0,327020.179028,324210.971803,319722.6870265,357673.087977,414480.0917327857,384465.69203042146,376560.9827344679,3,186,1,0.0
2013-07-08,365452.995017,0,54,33,103.03,0,2013,7,8,0,28,0,500606.073078,441758.3880965,336631.9640383,349754.291978,409401.5623185,388786.20794552856,375873.538082575,3,189,2,0.0
2013-07-09,317279.1449993,0,54,33,103.46,0,2013,7,9,1,28,0,365452.995017,390958.38408,305119.530064,283858.2159925,398500.79187857144,390844.85301543574,376434.2060482535,3,190,2,0.0
2013-07-10,314134.886071,0,54,33,106.41,0,2013,7,10,2,28,0,317279.1449993,374551.917949,301847.2489636,320173.5779987,387975.1862956143,391713.3969393857,377627.81065563933,3,191,2,0.0
2013-07-11,281750.931023,0,54,33,104.77,0,2013,7,11,3,28,0,314134.886071,327020.179028,266525.458966,282886.9200452,379344.1817416143,392591.0853042,377412.1430867929,3,192,2,0.0
2013-07-12,308786.438133,0,54,33,105.85,0,2013,7,12,4,28,0,281750.931023,351401.500074,324210.971803,326956.7421072,372877.1463123285,393678.6190225571,377371.5720502857,3,193,2,0.0
2013-07-15,348803.0469486,0,54,33,106.2,0,2013,7,15,0,29,0,438722.417857,365452.995017,441758.3880965,370944.271024,351242.2736172571,380321.9179678786,374202.87442000717,3,196,3,0.0
2013-07-16,335516.229006,0,54,33,105.88,0,2013,7,16,1,29,0,348803.0469486,317279.1449993,390958.38408,320885.3399215,348863.7096074857,373682.2507430286,373412.1164173143,3,197,3,0.0
2013-07-17,324313.8180255,0,54,33,106.39,0,2013,7,17,2,29,0,335516.229006,314134.886071,374551.917949,319235.25797700003,351469.0073227285,369722.09680917143,373934.64817033213,3,198,3,0.0
2013-07-18,287074.8739522,0,54,33,107.94,0,2013,7,18,3,29,0,324313.8180255,281750.931023,327020.179028,293877.944015,352923.1404590857,366133.66110035,374116.02531492145,3,199,3,0.0
2013-07-19,313332.555049,0,54,33,108.0,0,2013,7,19,4,29,0,287074.8739522,308786.438133,351401.500074,319722.6870265,353683.7037346857,363280.42502350715,373873.0585269643,3,200,3,0.0
2013-07-22,342802.29905,0,54,33,106.61,0,2013,7,22,0,30,0,437952.624049,348803.0469486,365452.995017,336631.9640383,354641.55400618573,352941.91381172143,370864.060878625,3,203,4,0.0
2013-07-23,316257.463107,0,54,33,107.13,1,2013,7,23,1,30,0,342802.29905,335516.229006,317279.1449993,305119.530064,353784.3043063857,351324.0069569357,371084.42998618574,3,204,4,0.0
2013-07-24,309243.7899995,0,54,33,105.41,1,2013,7,24,2,30,0,316257.463107,324313.8180255,314134.886071,301847.2489636,351033.05203509994,351251.02967891423,371482.2133091501,3,205,4,0.0
2013-07-25,298074.2249247,0,54,33,105.47,1,2013,7,25,3,30,0,309243.7899995,287074.8739522,281750.931023,266525.458966,348880.1908885286,350901.66567380715,371746.37548900355,3,206,4,0.0
2013-07-26,318745.692921,0,54,33,104.76,0,2013,7,26,4,30,0,298074.2249247,313332.555049,308786.438133,324210.971803,350451.5267417429,352067.6152382143,372873.1171303857,3,207,4,0.0
2013-07-29,331493.2850525,0,54,33,104.61,0,2013,7,29,0,31,0,433358.6520873,342802.29905,348803.0469486,441758.3880965,348910.3748701,351775.9644381428,366048.9412030107,3,210,5,0.0
2013-07-30,318553.989932,0,54,33,103.14,0,2013,7,30,1,31,0,331493.2850525,316257.463107,335516.229006,390958.38408,347294.80144188565,350539.5528741357,362110.9018085822,3,211,5,0.0
2013-07-31,357982.979012,0,54,33,105.1,0,2013,7,31,2,31,0,318553.989932,309243.7899995,324313.8180255,374551.917949,347622.8767026,349327.96436885,359525.03058901074,3,212,5,0.0
2013-08-01,397555.3181021,0,54,33,107.93,0,2013,8,1,3,31,0,357982.979012,298074.2249247,287074.8739522,327020.179028,354585.61799009994,351732.9044393143,358933.2827698322,3,213,1,0.0
2013-08-02,393831.120007,0,54,33,106.94,0,2013,8,2,4,31,0,397555.3181021,318745.692921,313332.555049,351401.500074,368797.2027297286,359624.3647357357,361452.3948796214,3,214,1,0.0
2013-08-05,407033.810946,0,54,33,106.61,1,2013,8,5,0,32,0,514267.27594,331493.2850525,342802.29905,365452.995017,404377.2591512286,376643.81701066426,364792.8654111928,3,217,1,0.0
2013-08-06,357263.854086,0,54,33,105.32,0,2013,8,6,1,32,0,407033.810946,318553.989932,316257.463107,317279.1449993,415168.7628503,381231.7821460929,366277.8945515143,3,218,1,0.0
2013-08-07,351302.132003,0,54,33,104.41,0,2013,8,7,2,32,0,357263.854086,357982.979012,309243.7899995,314134.886071,420698.74344372854,384160.8100731643,367705.9198760393,3,219,1,0.0
2013-08-08,310953.0239315,0,54,33,103.45,0,2013,8,8,3,32,0,351302.132003,397555.3181021,298074.2249247,281750.931023,419744.3367281571,387164.9773591286,369033.32151646784,3,220,2,0.0
2013-08-09,337521.667868,0,54,33,106.04,0,2013,8,9,4,32,0,310953.0239315,393831.120007,318745.692921,308786.438133,407372.58041807136,388084.8915739,370076.25340605713,3,221,2,0.0
2013-08-12,349539.224033,0,54,33,106.19,0,2013,8,12,0,33,0,434720.3230013,407033.810946,331493.2850525,348803.0469486,376139.9651322571,390258.6121417429,371017.28828994284,3,224,2,0.0
2013-08-13,317103.331061,0,54,33,106.78,0,2013,8,13,1,33,0,349539.224033,357263.854086,318553.989932,335516.229006,367926.45271611435,391547.60778320715,371043.58032867144,3,225,2,0.0
